S.No,State,Locality,Directions,Assistance ,No.of Slots
589,Nebraska,Gothenburg Supercharger, 318 Platte River Road Gothenburg NE 69138-2610, Roadside Assistance: (877) 798-3752,8
590,Nebraska,Grand Island Supercharger, 3335 West Wood River Road Grand Island NE 68803-9117, Roadside Assistance: (877) 798-3752,8
591,Nebraska,Lincoln NE Supercharger, 5020 N 27th Street Lincoln NE 68521-1196, Roadside Assistance: (877) 798-3752,8
592,Nebraska,Ogallala Supercharger, 501 Stagecoach Trail Ogallala NE 69153-3118, Roadside Assistance: (877) 798-3752,8
593,Nebraska,Sidney Supercharger, 645 Cabela Drive Sidney NE 69162-3047, Roadside Assistance: (877) 798-3752,8
594,Neveda,Beatty NV Supercharger, 900 Hwy 95 N Beatty NV 89003, Roadside Assistance: (877) 798-3752,8
595,Neveda,Elko Supercharger, 2755 Mountain City Highway Elko NV 89801, Roadside Assistance: (877) 798-3752,6
596,Neveda,Gardnerville Supercharger, 1979 US 395 Gardnerville NV 89410, Roadside Assistance: (877) 798-3752,6
597,Neveda,Hawthorne Supercharger, 705 Hwy 362 Hawthorne Hawthorne NV 89415, Roadside Assistance: (877) 798-3752,8
598,Neveda,Incline Village NV Tesla Supercharger, Incline Village NV ,,
599,Neveda,Las Vegas Blvd South Supercharger, 6509 S Las Vegas Blvd Las Vegas NV 89119-3240, Roadside Assistance: (877) 798-3752,10
600,Neveda,Las Vegas NV - Henderson Tesla Supercharger, Las Vegas NV ,,
601,Neveda,Las Vegas NV Supercharger, 701 Bridger Ave Las Vegas NV 89101, Roadside Assistance: (877) 798-3752,6
602,Neveda,Lovelock Supercharger, 150 Main St. Lovelock NV 89419, Roadside Assistance: (877) 798-3752,4
603,Neveda,Primm Supercharger, 31900 Las Vegas Blvd S Primm NV 89019, Roadside Assistance: (877) 798-3752,10
604,Neveda,Primm NV Tesla Supercharger, Primm NV ,,
605,Neveda,Reno Supercharger, 3800 S Virginia St. Reno NV 89502, Roadside Assistance: (877) 798-3752,6
606,Neveda,Reno NV Tesla Supercharger, Reno NV ,,
607,Neveda,Stateline Supercharger, 50 US-50 Stateline NV 89449, Roadside Assistance: (877) 798-3752,14
608,Neveda,Tonopah Supercharger, 171 Main St. Tonopah NV 89049, Roadside Assistance: (877) 798-3752,8
609,Neveda,West Wendover Supercharger, 810 W Wendover Blvd. West Wendover NV 89883, Roadside Assistance: (877) 798-3752,6
610,Neveda,Winnemucca Supercharger, 1985 W Winnemucca Blvd. Winnemucca NV 89446, Roadside Assistance: (877) 798-3752,4
611,New Hampshire,Hooksett (Northbound) Supercharger, Northbound I-93 Hooksett NH 3106, Roadside Assistance: (877) 798-3752,6
612,New Hampshire,Hooksett (Southbound) Supercharger, Southbound I-93 Hooksett NH 3106, Roadside Assistance: (877) 798-3752,6
613,New Hampshire,Lincoln Supercharger, 22 South Mountain Lincoln NH 3251, Roadside Assistance: (877) 798-3752,6
614,New Hampshire,North Conway NH Tesla Supercharger, North Conway NH ,,
615,New Hampshire,Rochester NH Tesla Supercharger, Rochester NH ,,
616,New Hampshire,Seabrook Supercharger, 700 Lafayette Road Seabrook NH 3874, Roadside Assistance: (877) 798-3752,8
617,New Hampshire,West Lebanon Supercharger, 285 N. Plainfield Road West Lebanon NH 3784, Roadside Assistance: (877) 798-3752,8
618,New Hampshire,Wolfeboro NH Tesla Supercharger, Wolfeboro NH ,,
619,New Jersey,Barnegat Township NJ Tesla Supercharger, Barnegat TownshipNJ ,,
620,New Jersey,Bridgewater NJ Tesla Supercharger, Bridgewater NJ ,,
621,New Jersey,Burlington NJ Supercharger, 2060 US-130 Burlington New Jersey 08016-0000, Roadside Assistance: (877) 798-3752,
622,New Jersey,Cape May NJ Tesla Supercharger, Cape May NJ ,,
623,New Jersey,Cherry Hill NJ Tesla Supercharger, Cherry Hill NJ ,,
624,New Jersey,Cranbury Supercharger, Mile Marker 71.7 New Jersey Turnpike Cranbury NJ 8512, Roadside Assistance: (877) 798-3752,4
625,New Jersey,Deptford Township NJ Tesla Supercharger, Deptford Township NJ ,,
626,New Jersey,East Brunswick Supercharger, Mile Marker 78 New Jersey Turnpike North East Brunswick NJ 8816, Roadside Assistance: (877) 798-3752,4
627,New Jersey,Edgewater NJ Tesla Supercharger, Edgewater NJ ,,
628,New Jersey,Edison NJ Supercharger, 55 Parsonage Rd. Edison NJ 8837, Roadside Assistance: (877) 798-3752,8
629,New Jersey,Egg Harbor Township Supercharger, 3121 Fire Road Egg Harbor Township NJ 8234, Roadside Assistance: (877) 798-3752,8
630,New Jersey,Elizabeth NJ Tesla Supercharger, Elizabeth NJ ,,
631,New Jersey,Hackensack NJ Tesla Supercharger, Hackensack NJ ,,
632,New Jersey,Hamilton Township Supercharger, 425 Market Place Blvd Hamilton NJ 8691, Roadside Assistance: (877) 798-3752,6
633,New Jersey,Hamilton Township NJ Tesla Supercharger, Hamilton Township NJ ,,
634,New Jersey,Jersey City NJ - Mall Drive West Supercharger, 30 Mall Drive West Jersey City NJ 07310-1615, Roadside Assistance: (877) 798-3752,20
635,New Jersey,Jersey City NJ 1st Street Supercharger,  160 First Street Jersey City NJ 07302, Roadside Assistance: (877) 798-3752,6
636,New Jersey,Mount Laurel NJ Tesla Supercharger, Mount Laurel NJ ,,
637,New Jersey,Newark NJ Tesla Supercharger, Newark NJ ,,
638,New Jersey,North Brunswick NJ Tesla Supercharger, North Brunswick NJ ,,
639,New Jersey,Paramus-Route 17, 530 Route 17 N Paramus NJ 07652 , Roadside Assistance: (877) 798-3752,8
640,New Jersey,Parsippany-Troy Hills NJ Tesla Supercharger, Parsippany-Troy Hills NJ ,,
641,New Jersey,Pompton Lakes NJ Tesla Supercharger, Pompton Lakes NJ ,,
642,New Jersey,Roxbury Township NJ Tesla Supercharger, Roxbury Township NJ ,,
643,New Jersey,Summit NJ Tesla Supercharger, Summit NJ ,,
644,New Jersey,Tinton Falls Supercharger, 1 Premium Outlets Blvd Tinton Falls NJ 7753, Roadside Assistance: (877) 798-3752,8
645,New Jersey,Tom's River NJ Tesla Supercharger, Tom's River NJ ,,
646,New Jersey,Wayne NJ Tesla Supercharger, Wayne NJ ,,
647,New Jersey,West Orange NJ Tesla Supercharger, West Orange NJ ,,
648,New Jersey,Woodbridge Township NJ Supercharger, 440 King Georges Road Woodbridge NJ 08857-0000, Roadside Assistance: (877) 798-3752,8
649,New Mexico,Albuquerque Supercharger, 2600 Menaul Blvd NE Albuquerque NM 87107, Roadside Assistance: (877) 798-3752,6
650,New Mexico,Clayton NM Tesla Supercharger, Clayton NM ,,
651,New Mexico,Clovis NM Tesla Supercharger, Clovis NM ,,
652,New Mexico,Deming NM Supercharger, 1695 US-180 Deming 88030, Roadside Assistance: (877) 798-3752,8
653,New Mexico,Farmington NM Supercharger, 4200 Sierra Vista Drive Farmington NM 87402, Roadside Assistance: (877) 798-3752,4
654,New Mexico,Gallup NM Supercharger, 111 Twin Buttes Rd Gallup NM 87301, Roadside Assistance: (877) 798-3752,4
655,New Mexico,Grants NM Tesla Supercharger, Grants NM ,,
656,New Mexico,Las Vegas NM Supercharger, 2500 N. Grand Ave. Las Vegas NM 87701, Roadside Assistance: (877) 798-3752,6
657,New Mexico,Santa Fe Supercharger, 8380 Cerrillos Rd Santa Fe NM 87507-4415, Roadside Assistance: (877) 798-3752,8
658,New Mexico,Santa Rosa Supercharger, 2516 Historic Route 66 Santa Rosa NM 88435, Roadside Assistance: (877) 798-3752,6
659,New Mexico,Soccoro NM Tesla Supercharger, Soccoro NM ,,
660,New Mexico,Truth or Consequences Supercharger, 2201 F.G. Amin Street Truth or Consequences NM 87901, Roadside Assistance: (877) 798-3752,8
661,New Mexico,Tucumcari Supercharger, 2624 S Adams St. Tucumcari NM 88401, Roadside Assistance: (877) 798-3752,6
662,Newyork,Albany NY Supercharger, 131 Colonie Center Albany NY 12205, Roadside Assistance: (877) 798-3752,6
663,Newyork,Astoria NY Tesla Supercharger, Astoria NY ,,
664,Newyork,Bath Beach NY Tesla Supercharger, Bath Beach NY ,,
665,Newyork,Bay Shore NY Tesla Supercharger, Bay Shore NY ,,
666,Newyork,Baychester NY Tesla Supercharger, Baychester NY ,,
667,Newyork,Bedford Hills NY Tesla Supercharger, Bedford Hills NY ,,
668,Newyork,Bergen Beach NY Tesla Supercharger, Bergen Beach NY ,,
669,Newyork,Binghamton Supercharger, 1062 Front Street Binghamton NY 13905, Roadside Assistance: (877) 798-3752,8
670,Newyork,Brooklyn Heights NY Tesla Supercharger, Brooklyn Heights NY ,,
671,Newyork,Brooklyn NY Tesla Supercharger, Brooklyn NY ,,
672,Newyork,Brooklyn NY - N. 12th Street Supercharger, 113 N. 12th Street Brooklyn NY 11249, Roadside Assistance: (877) 798-3752,4
673,Newyork,Buffalo Supercharger, 4455 Transit Road Buffalo NY 14221, Roadside Assistance: (877) 798-3752,8
674,Newyork,Buffalo NY Tesla Supercharger, Buffalo NY ,,
675,Newyork,Centuck NY Tesla Supercharger, Centuck NY ,,
676,Newyork,Chelsea NY Tesla Supercharger, Chelsea NY ,,
677,Newyork,Clinton Corners NY Supercharger, 2300 Salt Point Turnpike Clinton Corners 12514-2025, Roadside Assistance: (877) 798-3752,8
678,Newyork,East Hampton NY Tesla Supercharger, East Hampton NY ,,
679,Newyork,Elmhurst NY Tesla Supercharger, Elmhurst NY ,,
680,Newyork,Erwin Supercharger, 125 Victory Hwy Erwin NY 14870, Roadside Assistance: (877) 798-3752,10
681,Newyork,Flushing NY Tesla Supercharger, Flushing NY ,,
682,Newyork,Gowanus NY Tesla Supercharger, Gowanus NY ,,
683,Newyork,Guilderland Supercharger, 1 Crossgates Mall Road Guilderland NY 12203, Roadside Assistance: (877) 798-3752,20
684,Newyork,Harlem NY Tesla Supercharger, Harlem NY ,,
685,Newyork,Islandia NY Tesla Supercharger, Islandia NY ,,
686,Newyork,Ithaca NY Tesla Supercharger, Ithaca NY ,,
687,Newyork,JFK - Queens NY Supercharger, 150th Ave and 147th St Queens NY 11430, Roadside Assistance: (877) 798-3752,4
688,Newyork,Kingston Supercharger, 640 Washington Ave. Kingston NY 12401, Roadside Assistance: (877) 798-3752,8
689,Newyork,Kips Bay NY Tesla Supercharger, Kips Bay NY ,,
690,Newyork,Lake Placid NY Tesla Supercharger, Lake Placid NY ,,
691,Newyork,Little Neck NY Tesla Supercharger, Little Neck NY ,,
692,Newyork,Long Island-Syosset, 7 Aerial Way Syosset NY 11791 , Roadside Assistance: (877) 798-3752,6
693,Newyork,Lower Manhattan NY Tesla Supercharger, Lower Manhattan NY ,,
694,Newyork,Mahwah NY Tesla Supercharger, Mahwah NY ,,
695,Newyork,Manorville NY Tesla Supercharger, Manorville NY ,,
696,Newyork,Middletown NY Tesla Supercharger, Middletown NY ,,
697,Newyork,New Rochelle NY Supercharger, 33 LeCount Place and Huguenot Street New Rochelle NY 10801-6408, Roadside Assistance: (877) 798-3752,8
698,Newyork,New York NY - E 47th Street Supercharger, 212 East 47th Street New York 10017, Roadside Assistance: (877) 798-3752,4
699,Newyork,New York NY - Mott Street Supercharger, 106 Mott Street New York NY 10013-4600, Roadside Assistance: (877) 798-3752,2
700,Newyork,New York NY - West 75th Street Supercharger, 201 W 75th Street New York 10023-1704, Roadside Assistance: (877) 798-3752,
701,Newyork,Newburgh Supercharger, 1217 NY-300 Newburgh NY 12550, Roadside Assistance: (877) 798-3752,6
702,Newyork,Oneonta NY Tesla Supercharger, Oneonta NY ,,
703,Newyork,Ossining NY Tesla Supercharger, Ossining NY ,,
704,Newyork,Plainview NY Tesla Supercharger, Plainview NY ,,
705,Newyork,Plattsburgh Supercharger, 60 Smithfield Blvd Plattsburgh NY 12901, Roadside Assistance: (877) 798-3752,8
706,Newyork,Port Chester NY Tesla Supercharger, Port Chester NY ,,
707,Newyork,Queens NY Tesla Supercharger ,Queens NY ,,
708,Newyork,Queensbury Supercharger, 578 Aviation Road Queensbury NY 12804, Roadside Assistance: (877) 798-3752,8
709,Newyork,Roscoe NY Tesla Supercharger, Roscoe NY ,,
710,Newyork,Salamanca NY Tesla Supercharger, Salamanca NY ,,
711,Newyork,Scarsdale NY Tesla Supercharger, Scarsdale NY ,,
712,Newyork,Shirley NY Tesla Supercharger, Shirley NY ,,
713,Newyork,Southampton Supercharger, 850 County Road 39 Southampton NY 11968, Roadside Assistance: (877) 798-3752,8
714,Newyork,Syracuse Supercharger, 441 Electronics Parkway Liverpool NY 13088, Roadside Assistance: (877) 798-3752,8
715,Newyork,Tarrytown Supercharger, 600 White Plains Road Tarrytown NY 10591-5104, Roadside Assistance: (877) 798-3752,12
716,Newyork,Upper East Side NY Tesla Supercharger, Upper East Side NY ,,
717,Newyork,Utica Supercharger, 50 Auert Ave. Utica NY 13501, Roadside Assistance: (877) 798-3752,8
718,Newyork,Valley Stream NY Supercharger, 2034 Green Acres Mall Sunrise Highway Valley Stream,,16
719,Newyork,Victor Supercharger, 7979 Pittsford Victor Rd Victor NY 14564, Roadside Assistance: (877) 798-3752,8
720,Newyork,Wantagh NY Tesla Supercharger, Wantagh NY ,,
721,Newyork,Waterloo Supercharger, 1133 Route 414 Waterloo NY 13165, Roadside Assistance: (877) 798-3752,8
722,Newyork,Watertown Supercharger, 21182 Salmon Run Mall Loop W Watertown NY 13601, Roadside Assistance: (877) 798-3752,8
723,Newyork,West Nyack NY Tesla Supercharger, West Nyack NY ,,
724,Newyork,White Plains NY Tesla Supercharger, White Plains NY ,,
725,Newyork,Woodbury NY Tesla Supercharger, Woodbury NY ,,
726,Newyork,Yonkers NY Tesla Supercharger, Yonkers NY ,,
727,North Carolina,Asheville Supercharger, 800 Brevard Road Asheville NC 28806, Roadside Assistance: (877) 798-3752,8
728,North Carolina,Burlington NC Supercharger, 1080 Piper Ln Burlington NC 27215, Roadside Assistance: (877) 798-3752,8
729,North Carolina,Charlotte Supercharger, 2720 W Mallard Creek Church Rd Charlotte NC 28262, Roadside Assistance: (877) 798-3752,8
730,North Carolina,Durham NC Tesla Supercharger, Durham NC ,,
731,North Carolina,Fayetteville NC Supercharger, 1965 Cedar Creek Road Fayetteville NC 28312, Roadside Assistance: (877) 798-3752,16
732,North Carolina,Greensboro NC Supercharger, 5421 Hornaday Road Greensboro NC 27407-2747, Roadside Assistance: (877) 798-3752,8
733,North Carolina,Lumberton Supercharger, 5093 Fayetteville Rd. Lumberton NC 28358, Roadside Assistance: (877) 798-3752,4
734,North Carolina,Plymouth NC Supercharger, 840 U.S. 64 Plymouth NC 27962, Roadside Assistance: (877) 798-3752,8
735,North Carolina,Point Harbor NC Tesla Supercharger, Point Harbor NC ,,
736,North Carolina,Raleigh NC Supercharger, Lassiter at North Hills Ave Raleigh NC 27609-5780, Roadside Assistance: (877) 798-3752,12
737,North Carolina,Rocky Mount NC Supercharger, 651 N. Winstead Avenue Rocky Mount NC 27804, Roadside Assistance: (877) 798-3752,8
738,North Carolina,Wallace NC Tesla Supercharger, Wallace NC ,,8
739,North Carolina,Wilmington Supercharger, 6835 Conservation Way Wilmington NC 28405-4191, Roadside Assistance: (877) 798-3752,10
740,North Dakota,Bismarck ND Tesla Supercharger, Bismarck ND ,,
741,North Dakota,Dickinson ND Tesla Supercharger, Dickinson ND ,,
742,North Dakota,Fargo ND Tesla Supercharger, Fargo ND ,,
743,North Dakota,Grand Forks ND Tesla Supercharger, Grand Forks ND ,,
744,North Dakota,Jamestown ND Tesla Supercharger, Jamestown ND ,,
745,North Dakota,Pembina ND Tesla Supercharger, Pembina ND ,,
746,Ohio,Akron OH Tesla Supercharger, Akron OH ,,
747,Ohio,Cambridge OH Supercharger, 2101 Southgate Parkway Cambridge OH 43725-3080 ,,8
748,Ohio,Chillicothe OH Tesla Supercharger, Chillicothe OH ,,
749,Ohio,Cincinatti OH,9111 Blue Ash Road Cincinnati OH 45242 , Roadside Assistance: (877) 798-3752,8
750,Ohio,Cleveland OH Tesla Supercharger, Cleveland OH ,,
751,Ohio,Columbus OH Tesla Supercharger, Columbus OH ,,
752,Ohio,Dayton OH Supercharger, 9200 N Main Street Dayton OH 45415, Roadside Assistance: (877) 798-3752,8
753,Ohio,Dublin OH Tesla Supercharger, Dublin OH ,,
754,Ohio,Grove City Supercharger, 2221 Stringtown Rd Grove City OH 43123, Roadside Assistance: (877) 798-3752,8
755,Ohio,Lima Supercharger, 1933 Roschman Ave. Lima OH 45804, Roadside Assistance: (877) 798-3752,8
756,Ohio,Macedonia OH Supercharger, 8210 Macedonia Commons Blvd. Macedonia OH 44056, Roadside Assistance: (877) 798-3752,6
757,Ohio,Maumee OH Supercharger, 1391 Conant Street Maumee OH 43537, Roadside Assistance: (877) 798-3752,8
758,Ohio,Mt. Gilead Supercharger, 6200 State Route 95 Mt. Gilead OH 43338-9548, Roadside Assistance: (877) 798-3752,8
759,Ohio,Polaris OH Tesla Supercharger, Polaris OH ,,
760,Ohio,Sandusky OH Tesla Supercharger, Sandusky OH ,,
761,Ohio,Sheffield OH Supercharger, 5295 Detroit Road Sheffield OH 44054-2902, Roadside Assistance: (877) 798-3752,8
762,Ohio,Strongsville OH Supercharger, 9037 Pearl Road Strongsville OH 44136, Roadside Assistance: (877) 798-3752,8
763,Ohio,Toledo OH Supercharger, 1500 E. Alexis Road Toledo OH 43612-3952, Roadside Assistance: (877) 798-3752,10
764,Ohio,West Cincinnati OH Supercharger, 6550 Harrison Avenue Cincinnati OH 45247, Roadside Assistance: (877) 798-3752,12
765,Oklahoma,Ardmore Supercharger, 322 Holiday Drive Ardmore OK 73401, Roadside Assistance: (877) 798-3752,6
766,Oklahoma,Catoosa Supercharger, 777 W. Cherokee St. Catoosa OK 74015, Roadside Assistance: (877) 798-3752,8
767,Oklahoma,Henryetta OK Tesla Supercharger, Henryetta OK ,,
768,Oklahoma,Oklahoma City Supercharger, 7624 West Reno Ave 380 Oklahoma City OK 73127, Roadside Assistance: (877) 798-3752,8
769,Oklahoma,Perry Supercharger, 2812 Fir Street Perry OK 73077, Roadside Assistance: (877) 798-3752,6
770,Oklahoma,Weatherford Supercharger, 1301 N Airport Rd Weatherford OK 73096, Roadside Assistance: (877) 798-3752,6
771,Oregon,Baker City Supercharger, 1 Sunridge Lane Baker City OR 97814, Roadside Assistance: (877) 798-3752,8
772,Oregon,Bandon Supercharger, 120 Michigan Ave. NE Bandon OR 97411, Roadside Assistance: (877) 798-3752,8
773,Oregon,Bend Supercharger, 61535 S Highway 97 Bend OR 97702, Roadside Assistance: (877) 798-3752,8
774,Oregon,Boardman OR Tesla Supercharger, Boardman OR ,,
775,Oregon,Burns OR Tesla Supercharger, Burns OR ,,
776,Oregon,Detroit OR Supercharger, 210 D Street Detroit OR 97342, Roadside Assistance: (877) 798-3752,6
777,Oregon,Grants Pass Supercharger, 1900 NW 6th St. Grants Pass OR 97526, Roadside Assistance: (877) 798-3752,8
778,Oregon,Hood River OR Tesla Supercharger, Hood River OR ,,
779,Oregon,Klamath Falls Supercharger, 2655 Shasta Way Klamath Falls OR 97603-4455, Roadside Assistance: (877) 798-3752,8
780,Oregon,Lincoln City Supercharger, 1500 SE East Devils Lake Rd. Lincoln City OR 97367, Roadside Assistance: (877) 798-3752,8
781,Oregon,Madras OR Tesla Supercharger, Madras OR ,,
782,Oregon,Newport OR Tesla Supercharger, Newport OR ,,
783,Oregon,Ontario OR Tesla Supercharger, Ontario OR ,,
784,Oregon,Pendleton Supercharger, 46510 Wildhorse Blvd. Pendleton OR 97801, Roadside Assistance: (877) 798-3752,8
785,Oregon,Portland OR Tesla Supercharger, Portland OR ,,
786,Oregon,Portland OR - NW Tesla Supercharger, Portland OR ,,
787,Oregon,Portland OR - NE Tesla Supercharger, Portland OR ,,
788,Oregon,Portland OR - SE Tesla Supercharger, Portland OR ,,
789,Oregon,Roseburg OR Tesla Supercharger, Roseburg OR ,,
790,Oregon,Salem OR Tesla Supercharger, Salem OR ,,
791,Oregon,Sandy Supercharger, 16625 SE 362nd Dr. Sandy OR 97055, Roadside Assistance: (877) 798-3752,8
792,Oregon,Seaside OR Supercharger, 1111 N Roosevelt Dr Seaside OR 97138, Roadside Assistance: (877) 798-3752,8
793,Oregon,Springfield OR Supercharger, 919 Kruse Way Springfield OR 97477, Roadside Assistance: (877) 798-3752,15
794,Oregon,The Dalles OR Supercharger, 2114 West 6th Street The Dalles OR 97058, Roadside Assistance: (877) 798-3752,5
795,Oregon,Tigard OR Supercharger, 9585 Southwest Washington Square Road Tigard OR 97223, Roadside Assistance: (877) 798-3752,10
796,Oregon,Woodburn Supercharger, 255 N Arney Rd Woodburn OR 97071, Roadside Assistance: (877) 798-3752,8
797,Pennsylvania,Allentown Supercharger, 4680 Broadway Allentown PA 18104, Roadside Assistance: (877) 798-3752,8
798,Pennsylvania,Altoona PA Tesla Supercharger, Altoona PA ,,
799,Pennsylvania,Bellefonte PA Supercharger, 170 Buckaroo Ln Bellefonte PA 16823-9119, Roadside Assistance: (877) 798-3752,8
800,Pennsylvania,Bloomsburg Supercharger, 11 Ricky Ave. Bloomsburg PA 17815, Roadside Assistance: (877) 798-3752,8
801,Pennsylvania,Breezewood Supercharger, 16417 Lincoln Highway Breezewood PA 15533, Roadside Assistance: (877) 798-3752,8
802,Pennsylvania,Bridesburg PA Tesla Supercharger, Bridesburg PA ,,
803,Pennsylvania,Carlisle PA Supercharger, 1720 Harrisburg Pike Carlisle PA 17015, Roadside Assistance: (877) 798-3752,8
804,Pennsylvania,Cranberry Township PA Supercharger, 1308 Freedom Rd Cranberry Township PA 16066, Roadside Assistance: (877) 798-3752,6
805,Pennsylvania,Erie Supercharger, 2225 Down Drive Erie PA 16509, Roadside Assistance: (877) 798-3752,8
806,Pennsylvania,Falls Creek Supercharger, 1867 Rich Highway Falls Creek 15840-9515, Roadside Assistance: (877) 798-3752,8
807,Pennsylvania,Franklin Park PA Supercharger, 2615 Nicholson Road & Wexford Bayne Road Franklin Park PA 15143-8504, Roadside Assistance: (877) 798-3752,8
808,Pennsylvania,Harrisburg Supercharger, 3819 Union Deposit Rd Harrisburg PA 17109, Roadside Assistance: (877) 798-3752,8
809,Pennsylvania,Hermitage Supercharger, 2381 S. Hermitage Road Hermitage PA 16148, Roadside Assistance: (877) 798-3752,8
810,Pennsylvania,King of Prussia PA Tesla Supercharger, King of Prussia PA ,,
811,Pennsylvania,Moosic Supercharger, 1035 Shoppes Blvd Moosic PA 18507-2140, Roadside Assistance: (877) 798-3752,8
812,Pennsylvania,North Huntingdon PA Supercharger, 7821 U.S. 30 North Huntingdon PA 15642-0000, Roadside Assistance: (877) 798-3752,8
813,Pennsylvania,Philadelphia PA Tesla Supercharger, Philadelphia PA ,,
814,Pennsylvania,Pittsburgh PA Tesla Supercharger, Pittsburgh PA ,,
815,Pennsylvania,Plymouth Meeting PA Tesla Supercharger, Plymouth Meeting PA ,,
816,Pennsylvania,Somerset PA Supercharger, 1030 North Center Avenue Somerset PA 15501, Roadside Assistance: (877) 798-3752,6
817,Pennsylvania,Springfield PA Tesla Supercharger, Springfield PA ,,
818,Pennsylvania,Swartzville PA Tesla Supercharger, Swartzville PA ,,
819,Pennsylvania,Tannersville Supercharger, 1000 Premium Outlets Dr Tannersville PA 18372, Roadside Assistance: (877) 798-3752,8
820,Pennsylvania,York PA Tesla Supercharger, York PA ,,
821,Rhode Island,East Greenwich RI Supercharger, 1000 Division St East Greenwich RI 2818, Roadside Assistance: (877) 798-3752,8
822,Rhode Island,Newport RI Tesla Supercharger, Newport RI ,,
823,South Carolina,Charleston SC Tesla Supercharger, Charleston SC ,,
824,South Carolina,Columbia SC Supercharger, 8910 Farrow Road Columbia SC 29203-9729, Roadside Assistance: (877) 798-3752,8
825,South Carolina,Florence SC Supercharger, 2701 David H McLeod Blvd Florence SC 29501-4043, Roadside Assistance: (877) 798-3752,18
826,South Carolina,Greenville Supercharger, 108 Carolina Point Greenville SC 29605, Roadside Assistance: (877) 798-3752,8
827,South Carolina,Myrtle Beach Supercharger, 2000 Coastal Grand Circle Myrtle Beach SC 29577-9798, Roadside Assistance: (877) 798-3752,10
828,South Carolina,Santee SC Supercharger, 114 Bradford Blvd Santee SC 29142, Roadside Assistance: (877) 798-3752,6
829,South Dakota,Custer SD Supercharger, 800 Mount Rushmore Road Custer SD 57730-2033, Roadside Assistance: (877) 798-3752,8
830,South Dakota,Mitchell SD Supercharger, 1305 W. Havens Street Mitchell SD 57301, Roadside Assistance: (877) 798-3752,6
831,South Dakota,Murdo SD Supercharger, 302 W 5th St. Murdo SD 57559, Roadside Assistance: (877) 798-3752,4
832,South Dakota,Oacoma SD Supercharger, 1000 E Dakota Highway 16 Chamberlain SD 57365-0000, Roadside Assistance: (877) 798-3752,8
833,South Dakota,Rapid City SD Supercharger, 2200 N. Maple Ave Rapid City SD 57701, Roadside Assistance: (877) 798-3752,4
834,South Dakota,Sioux Falls SD Supercharger, 1900 South Marion Rd Sioux Falls SD 57106-3636, Roadside Assistance: (877) 798-3752,8
835,South Dakota,Spearfish SD Supercharger, 3275 Old Belle Rd Spearfish SD 57783-6222, Roadside Assistance: (877) 798-3752,6
836,South Dakota,Wall SD Tesla Supercharger, Wall SD ,,
837,Tennessee,Bristol TN Supercharger, 416 Pinnacle Parkway Bristol TN, Roadside Assistance: (877) 798-3752,8
838,Tennessee,Chattanooga TN Supercharger, 1001 Airport Road Chattanooga TN 37421, Roadside Assistance: (877) 798-3752,6
839,Tennessee,Cookeville TN Supercharger, 377 West Jackson Street Cookeville TN 38501-5930, Roadside Assistance: (877) 798-3752,8
840,Tennessee,Dickson TN Supercharger, 100 Barzani Blv Dickson TN 37055-0000, Roadside Assistance: (877) 798-3752,8
841,Tennessee,Jackson TN Supercharger, 56 Casey Jones Lane Jackson TN 38305-2481, Roadside Assistance: (877) 798-3752,8
842,Tennessee,Knoxville Supercharger, 10936 Parkside Dr Knoxville TN 37934, Roadside Assistance: (877) 798-3752,8
843,Tennessee,Manchester TN Tesla Supercharger, Manchester TN ,,
844,Tennessee,Memphis TN Supercharger, 6073 Park Avenue Memphis TN 38119-5322, Roadside Assistance: (877) 798-3752,8
845,Tennessee,Nashville TN Tesla Supercharger, Nashville TN ,,
846,Tennessee,Nashville-Brentwood, 1641 Westgate Circle Nashville TN 37027 , Roadside Assistance: (877) 798-3752,6
847,Texas,Amarillo Supercharger, 8231 West Amarillo Blvd. Amarillo TX 79124, Roadside Assistance: (877) 798-3752,8
848,Texas,Arlington Supercharger, 1200 Ballpark Way Arlington TX 76011-5110, Roadside Assistance: ,10
849,Texas,Austin TX - Downtown Tesla Supercharger, Austin TX ,,
850,Texas,Austin TX Supercharger, 6406 N. Interstate 35 Frontage Road Austin TX 78752-0000, Roadside Assistance: (877) 798-3752,8
851,Texas,Beaumont TX Tesla Supercharger, Beaumont TX ,,
852,Texas,Boerne TX Tesla Supercharger, Boerne TX ,,
853,Texas,Brenham TX Tesla Supercharger, Brenham TX ,,
854,Texas,Cedar Park TX Tesla Supercharger, Cedar Park TX ,,
855,Texas,Channelview Supercharger, 16311 East Fwy Channelview TX 777530, Roadside Assistance: (877) 798-3752,8
856,Texas,Childress Supercharger, 1300 Ave F NW Childress Texas Childress,,8
857,Texas,Cisco Supercharger, 16851 IH 20 Cisco TX 76437, Roadside Assistance: (877) 798-3752,8
858,Texas,College Station TX Tesla Supercharger, College Station TX ,,
859,Texas,Columbus TX Supercharger, 2535 Texas 71 Columbus TX 78934, Roadside Assistance: (877) 798-3752,6
860,Texas,Corsicana Supercharger, 2035 Interstate 45 Frontage Rd Corsicana TX 75109, Roadside Assistance: (877) 798-3752,10
861,Texas,Dallas TX (Downtown) Tesla Supercharger, Dallas TX ,,
862,Texas,Dallas TX - Mesquite Tesla Supercharger, Dallas TX ,,
